vocab,type,meaning,weight
bureaucracy,n,官僚政治;(總稱)官僚,0
burial,n,埋葬;葬禮;墓地,0
byte,n,(電腦)位元組,0
caffeine,n,咖啡因,0
calcium,n,鈣,0
canvas,n,油畫布,0
capability,n,能力;性能,0
capsule,n,小盒;膠囊;太空艙,0
caption,n,標題;字幕,0
captive,n,俘虜;獵獲物;著迷的人,0
captivity,n,囚禁;束縛,0
carbohydrate,n,碳水化合物;含醣食物,0
caress,n,愛撫;撫摸;寵愛,0
carol,n,(耶誕)頌歌;讚美詩,0
cashier,n,出納員,0
casualty,n,傷亡人員,0
catastrophe,n,大災難;慘敗,0
cavalry,n,騎兵;騎兵部隊,0
cavity,n,洞;(身體的)腔;(牙的)蛀洞,0
cemetery,n,公墓;墓地,0
certainty,n,確實;必然,0
champagne,n,香檳酒;香檳酒色,0
chaos,n,混亂;雜亂的一團,0
charcoal,n,木炭;炭筆;深灰色,0
chariot,n,(古代的)雙輪戰車,0
cholesterol,n,膽固醇,0
chuckle,n,咯咯聲;輕笑聲,0
chunk,n,(肉、木材等的)大塊;厚片,0
clamp,n,螺絲鉗;鐵箍,0
clarity,n,(思想、文體等的)清楚;明晰,0
clearance,n,清掃;出空;清倉大拍賣,0
clench,n,緊握;緊咬,0
clone,n,無性繁殖系;複製品,0
closure,n,關閉;打烊;結束;終止,0
coffin,n,棺材;靈柩,0
coincidence,n,巧合,0
collective,n,集體農場(或企業);集團,0
collector,n,收集者;收藏家,0
collision,n,相撞;衝突;抵觸,0
columnist,n,專欄作家,0
commentary,n,評論;註釋,0
commitment,n,"託付,交託; 承諾, 保證",0
companionship,n,友誼;交往;伴侶關係,0
compensation,n,補償;賠償;報酬,0
competence,n,能力;勝任;稱職,0
complement,n,補充物;補足物,0
complexion,n,面色;膚色,0
complexity,n,複雜(性);錯綜(性),0
complication,n,複雜(化);併發症;(新出現的)困難,0
component,n,構成要素;零件;成分,0
conceit,n,自滿;自負,0
conception,n,概念;創始,0
concession,n,讓步;讓予物,0
confrontation,n,對抗,0
congressman,n,美國眾議院議員,0
congresswoman,n,國會女議員;女眾議員,0
conquest,n,征服;克服;佔領,0
consensus,n,一致;合意;輿論,0
conservation,n,保存;(對自然資源的)保護,0
consolation,n,安慰;慰藉,0
conspiracy,n,陰謀;謀叛;共謀,0
constituent,n,成分;組成的要素;選民,0
consultation,n,諮詢;商議,0
consumption,n,消耗;用盡;消耗量,0
contemplation,n,凝視;沈思;冥想,0
contestant,n,參加競賽者;角逐者,0
contractor,n,承包商;立契約者,0
contradiction,n,矛盾;否認;反駁,0
controversy,n,爭論;爭議,0
conviction,n,定罪;證明有罪;確信,0
coordinate,n,同等的人(或物);座標,0
core,n,果核;精髓;要義,0
corps,n,兵團;部隊;團,0
corpse,n,屍體;殘骸,0
correspondent,n,通信者;通訊記者,0
corruption,n,墮落;腐化;貪污;賄賂,0
cosmetics,n,"化妝品,美容品",0
cosmopolitan,n,世界主義者;四海為家者,0
counterpart,n,對應的人(或物),0
coverage,n,覆蓋範圍;保險項目;新聞報導,0
cramp,n,抽筋;夾鉗;束縛,0
credibility,n,可信性;確實性,0
criterion,n,(判斷、批評的)標準;尺度,0
crook,n,彎曲的東西;騙子;偷兒,0
cruise,n,巡航;航遊;巡邏,0
cruiser,n,巡洋艦;遊艇;警察巡邏車,0
crumb,n,麵包屑;碎屑;少許,0
crumble,n,酥皮點心(水果派),0
crust,n,麵包皮;派餅皮;硬外皮,0
daffodil,n,黃水仙花;淡黃色,0
dandruff,n,頭皮屑,0
daybreak,n,黎明;破曉,0
decline,n,下降;減少;衰退;傾斜,0
dedication,n,奉獻;揭幕儀式;獻身,0
defect,n,缺點;缺陷;不足之處,0
deficiency,n,不足;缺陷;缺點,0
delinquent,n,青少年罪犯;違法者,0
density,n,密度,0
deputy,n,"代表,代理人;副職,副手",0
descendant,n,後裔;從某一來源傳下的東西,0
descent,n,下降;下傾;血統,0
diabetes,n,糖尿病,0
diagnosis,n,診斷;診斷書;調查分析,0
diagram,n,圖表;(曲)線圖,0
diameter,n,直徑,0
dictation,n,口述;聽寫,0
dictator,n,獨裁者,0
dilemma,n,困境;進退兩難,0
dimension,n,(長;寬;厚;高等的)尺寸;大小,0
diplomacy,n,外交;外交手腕,0
directory,n,姓名住址簿;使用手冊,0
disability,n,無能;殘障,0
discharge,n,卸貨;發射;排出;釋放;解雇,0
disclosure,n,透露;揭發的事情,0
discomfort,n,不舒服;不安,0
discrimination,n,歧視;辨別力,0
disgrace,n,恥辱;丟臉的事(或人),0
dismay,n,驚慌;沮喪,0
dispatch,n,派遣;發送,0
disposable,n,用完即丟棄的物品(如紙尿布),0
disposal,n,處理;(自由)處置權,0
disregard,n,漠視,0
dissident,n,不贊成者;持不同政見者,0
distraction,n,分心;注意力分散,0
distrust,n,不信任;懷疑,0
disturbance,n,擾亂;打擾,0
diversion,n,轉向;轉移;分散注意力,0
diversity,n,差異;多樣性,0
doctrine,n,教義;信條,0
documentary,n,記錄影片,0
dome,n,圓屋頂;穹窿;半球形物,0
donation,n,捐獻;捐款,0
donor,n,贈送人;捐贈者,0
doom,n,厄運;毀滅,0
dosage,n,(藥的)劑量;服法,0
drawback,n,缺點;不利條件;障礙,0
drizzle,n,毛毛雨,0
drought,n,旱災,0
dynamite,n,炸藥;具有爆炸性的事,0
ebb,n,退潮;衰退,0
eccentric,n,古怪的人,0
ecology,n,生態學;生態,0
ecstasy,n,狂喜;入迷,0
editorial,n,社論,0
electron,n,電子,0
elite,n,精華;精英,0
eloquence,n,雄辯;(流利的)口才,0
emigrant,n,(往他國的)移民;移出者,0
emigration,n,移居;(總稱)移民,0
enactment,n,"(法律的)制定;法規,條例",0
enclosure,n,封入;圈地;圍牆;附件,0
encyclopedia,n,百科全書,0
endurance,n,"忍耐,耐久力",0
enhancement,n,"提高,增加",0
enlightenment,n,啟蒙;教化;開明,0
enrichment,n,致富;豐富;添加肥料;增強食品營養,0
epidemic,n,流行病;(流行病)傳播;流行,0
episode,n,一個事件;一節;一齣;一集,0
equation,n,方程式;等式;相等,0
equivalent,n,相等物;等價物,0
eruption,n,爆發;噴出,0
essence,n,本質;要素;精華;精油,0
eternity,n,永遠;永恆;永世,0
ethnic,n,維護語言或風俗的小組成員,0
evolution,n,"發展,進展",0
excerpt,n,摘錄;引用,0
execution,n,實行;執行;死刑,0
exotic,n,隨音樂表演豔舞者,0
expedition,n,遠征(隊);探險(隊),0
expertise,n,專門知識;專門技術,0
expiration,n,失效;期滿;吐氣,0
exploit,n,"功績,功勳;英勇的行為",0
exploration,n,勘查;探測,0
extract,n,提取物;摘錄,0
eyesight,n,"視力,目力",0
faction,n,派別;小集團;派系之爭,0
faculty,n,(學校的)全體教員;官能,0
familiarity,n,熟悉;通曉,0
famine,n,饑荒,0
fascination,n,迷戀;陶醉,0
federation,n,聯邦政府;聯邦制度;聯盟,0
feedback,n,反饋的信息,0
fertility,n,肥沃;繁殖力,0
fidelity,n,忠誠;忠貞,0
flare,n,閃耀的火光;閃光信號;照明彈,0
fleet,n,艦隊;機群;車隊,0
flicker,n,閃爍;忽隱忽現,0
fling,n,扔;擲;(手;腳等的)揮動,0
fluid,n,液體,0
flutter,n,振翼;飄動;(心臟等的)撲動,0
fracture,n,折斷;骨折;裂縫,0
fragment,n,碎片;斷片,0
fraud,n,詭計;騙子;假貨,0
freak,n,畸形人(或動植物);反常現象;怪人,0
friction,n,摩擦;不和;爭執,0
galaxy,n,星系,0
generator,n,發電機;產生器,0
genetics,n,遺傳學,0
glamour,n,"魅力,誘惑力;迷人的美;妖豔",0
glassware,n,玻璃器皿,0
glisten,n,閃耀;閃光,0
graph,n,(曲線)圖;圖表,0
graphic,n,畫像,0
grill,n,烤架;燒烤的肉類食物,0
grocer,n,食品雜貨商,0
grope,n,觸摸;探索,0
guerrilla,n,游擊隊(員),0
habitat,n,棲地,0
hacker,n,駭客,0
hail,n,歡呼;打招呼;冰雹,0
harassment,n,騷擾,0
hazard,n,危險;危害物,0
hemisphere,n,(地球的)半球;半球體,0
hereafter,n,未來;來世,0
heritage,n,遺產;繼承物;傳統,0
heroin,n,海洛因,0
highlight,n,強光(效果);最精彩的部分,0
hormone,n,荷爾蒙,0
hospitality,n,好客;殷勤招待,0
hostility,n,敵意;敵視;戰爭行動,0
humanitarian,n,人道主義者;慈善家,0
hunch,n,預感;隆肉;肉峰,0
hurdle,n,跳欄;跨欄賽跑;障礙,0
hygiene,n,衛生;衛生學;保健法,0
hypocrisy,n,偽善;虛偽,0
hypocrite,n,偽善者;偽君子,0
illusion,n,錯覺;假象;幻想,0
imperative,n,必要的事;命令;祈使語氣,0
implement,n,工具;器具;裝備,0
implication,n,含意;言外之意;暗示,0
imprisonment,n,監禁;限止,0
incentive,n,鼓勵;動機,0
incline,n,傾斜;斜面;斜坡,0
indignation,n,憤怒;憤慨;義憤,0
inference,n,"推論,推斷",0
ingenuity,n,心靈手巧;獨創性;足智多謀,0
inhabitant,n,"居民,居住者",0
initiative,n,倡議;主動權,0
injection,n,注射,0
injustice,n,非正義;不公正,0
innovation,n,革新;創新;新事物,0
inquiry,n,"詢問,打聽;質詢",0
insight,n,洞察力;洞悉,0
insistence,n,堅持,0
installation,n,設施;安裝,0
installment,n,分期付款;安置,0
institution,n,機構,0
integration,n,整合;積分,0
integrity,n,正直;廉正;健全,0
intellect,n,智力;理解力;有才智的人,0
intersection,n,交叉點;十字路口,0
interval,n,間隔;距離,0
intervention,n,介入;干預;調停,0
intimacy,n,熟悉;親密;親近,0
intruder,n,侵入者;闖入者,0
inventory,n,存貨清單,0
investigator,n,調查者;研究者,0
irony,n,反語;諷刺;出乎意料的結果,0
irritation,n,激怒;惱怒,0
kernel,n,"(果核或果殼內的)仁;核心,要點",0
lament,n,悲痛之情;哀悼;悼詞,0
lava,n,熔岩;火山岩,0
layman,n,(未受神職的)一般信徒;外行人,0
layout,n,設計;佈局;版面設計,0
legislator,n,立法委員;國會議員,0
legislature,n,立法機關;(美國的)州議會,0
liberation,n,解放;釋出,0
limo,n,limousine,0
limousine,n,大轎車,0
liner,n,班輪;眼線筆,0
linguist,n,語言學者;通曉數種外語的人,0
liquid crystal display,n,液晶顯示 (= LCD),0
liter,n,公升,0
literacy,n,識字;讀寫能力,0
literate,n,能讀寫的人,0
longevity,n,長壽;壽命,0
lounge,n,(旅館等的)會客廳;候機室;躺椅,0
lunatic,n,瘋子;瘋傻的人,0
lure,n,誘惑物;魅力;誘餌,0
lyric,n,抒情作品;歌詞,0
magnitude,n,巨大;重大;強度,0
malaria,n,瘧疾,0
manuscript,n,手稿;打字稿;原稿,0
massacre,n,大屠殺;慘敗,0
mastery,n,支配;統治;精通;掌握,0
material,n,"材料,原料",0
materialism,n,唯物論;唯物主義,0
mattress,n,床墊,0
mechanism,n,機械裝置;機械作用;結構,0
medication,n,藥物治療;藥物,0
meditation,n,沈思;默想;冥想,0
melancholy,n,憂鬱;愁思,0
mentality,n,智力;精神性;心理狀態,0
merchandise,n,商品;貨物,0
metaphor,n,隱喻;象徵,0
metropolitan,n,大城市人,0
migration,n,遷移;遷徙;移民群,0
militant,n,好鬥者;激進分子,0
miller,n,磨坊主;碾磨工,0
mimic,n,善於模仿的人;滑稽劇演員,0
miniature,n,縮樣;縮圖;小型物,0
missionary,n,傳教士;鼓吹者;(外交)使節,0
modernization,n,現代化;現代化的事物,0
mold,n,模子;鑄型;模製品;霉,0
momentum,n,動量;氣勢;動力,0
monopoly,n,獨佔;專賣;壟斷,0
monotony,n,單調;千篇一律,0
morale,n,士氣;鬥志;道德,0
morality,n,道德;倫理;寓意,0
motto,n,座右銘;格言,0
mouthpiece,n,樂器的吹口;電話的送話口;代言人,0
mute,n,啞巴;弱音器,0
mythology,n,(總稱)神話,0
narrative,n,記敘文;故事;敘述,0
narrator,n,解說員;敘述者,0
nationalism,n,民族主義;國家主義,0
naturalist,n,博物學家,0
navel,n,肚臍;中央;中心,0
navigation,n,航海;航空;導航,0
negotiation,n,"談判,協商",0
neon,n,氖;霓虹燈,0
neutral,n,中立者;中立國;空檔,0
newlywed,n,新結婚的人,0
newscaster,n,新聞廣播員,0
nomination,n,提名;任命,0
nominee,n,被提名人,0
norm,n,基準;規範;定額,0
nourishment,n,"食物,營養品;養育,滋養",0
nuisance,n,討厭的人(或事物);騷擾行為,0
nurture,n,營養物;養育;培育,0
nutrient,n,"營養物,滋養物",0
nutrition,n,"營養,滋養",0
obligation,n,(道義上或法律上的)義務,0
offering,n,提供;供奉;捐獻物;供物;課程,0
offspring,n,子女;子孫;後代,0
opposition,n,反對;反抗,0
oppression,n,壓迫;壓制,0
option,n,選擇;選擇權,0
ordeal,n,嚴峻考驗;折磨,0
orderly,n,"勤務員,護理員",0
organism,n,生物;有機體,0
originality,n,創造力;獨創性;創見;創舉,0
outbreak,n,爆發;暴動,0
outfit,n,全套(工具、衣物等),0
outing,n,遠足;郊遊,0
outlaw,n,罪犯;亡命之徒,0
outlet,n,出口;出路;商店,0
outlook,n,觀點;展望;風光;瞭望,0
outrage,n,暴行;不法行為;凌辱;義憤,0
outset,n,最初;開始;開端,0
overhead,n,經常費用;天花板,0
overlap,n,重疊,0
overturn,n,"翻轉,傾覆;周轉,流通",0
pact,n,契約;協定,0
pamphlet,n,小冊子,0
parliament,n,"議會,國會",0
pedestrian,n,步行者;行人,0
peninsula,n,半島,0
pension,n,退休金;養老金,0
perception,n,感知;察覺;認知,0
perseverance,n,堅持不懈;堅忍不拔,0
persistence,n,堅持;固執;持續,0
perspective,n,看法;遠景;前途;透視圖,0
pesticide,n,殺蟲劑,0
petroleum,n,石油,0
pharmacist,n,配藥者;藥劑師,0
pharmacy,n,製藥業;藥房,0
phase,n,階段;相,0
piety,n,虔誠;孝順,0
pipeline,n,導管;輸油管,0
pitcher,n,大水罐;一壺的量;投手,0
plight,n,境況;困境,0
pneumonia,n,肺炎,0
poacher,n,煮蛋用的鍋;蒸鍋;偷獵者,0
pollutant,n,污染物;污染源,0
posture,n,姿勢;姿態,0
precedent,n,先例;慣例,0
precision,n,精確(性);準確(性);清晰(性),0
predecessor,n,前任;祖先,0
prediction,n,預言;預報,0
preface,n,序言;緒言,0
prejudice,n,偏見;歧視,0
preliminary,n,初步;初試;預賽,0
premier,n,首相;總理,0
prescription,n,指示;法規;處方,0
presidency,n,公司總裁(大學校長等)的職位,0
prestige,n,名望;聲望,0
preventive,n,預防法;預防措施;預防物,0
productivity,n,生產力;生產率,0
proficiency,n,精通;熟練,0
progressive,n,革新主義者,0
prohibition,n,禁止;禁令,0
projection,n,規劃;投影;投射;預測,0
propaganda,n,宣傳,0
propeller,n,螺旋槳;推進器,0
prose,n,散文;平凡,0
prosecution,n,起訴;告發,0
provincial,n,地方居民;鄉下人,0
prowl,n,四處覓食;徘徊,0
purity,n,純淨;清潔;純潔,0
qualification,n,"資格,能力",0
query,n,質問;詢問,0
questionnaire,n,問卷;意見調查表,0
racism,n,種族主義;種族歧視,0
radiant,n,"發光(或發熱)的物體,光點",0
radiation,n,放射線,0
radiator,n,散熱器,0
radical,n,根部;基礎;基本原理,0
raft,n,筏子;橡皮艇,0
raid,n,突然襲擊;劫掠,0
ransom,n,贖金,0
rash,n,疹子,0
ravage,n,"毀滅;蹂躪;劫掠;災害,災難",0
realism,n,現實性;現實主義,0
realization,n,領悟;體現,0
rebellion,n,反叛;反抗,0
recession,n,衰退,0
recipient,n,接受者,0
recommendation,n,推薦;推薦信,0
recruit,n,新兵;新手;補給品,0
refinement,n,"優雅,高雅;提煉,精煉",0
refreshment,n,茶點;精力恢復,0
refund,n,償還;退款,0
regime,n,政體;政權,0
rehearsal,n,"排練,試演;練習",0
rein,n,韁繩;駕馭;控制,0
relay,n,轉達;轉播;接力賽跑,0
reliance,n,信任;依賴,0
relish,n,滋味;愛好;開胃食品,0
remainder,n,剩餘物;其餘的人;餘數,0
removal,n,除去;免職,0
renaissance,n,文藝復興,0
rental,n,租金;租賃;出租,0
resemblance,n,相似,0
reservoir,n,蓄水庫;貯水池,0
restoration,n,恢復;復辟;修復;重建;歸還,0
restraint,n,克制;控制;管押,0
retail,n,零售,0
revelation,n,揭示;顯示;天啟,0
revenue,n,(國家的)歲入;稅收,0
revival,n,甦醒;再生;復興,0
rhetoric,n,修辭;修辭學;辭令,0
ridicule,n,嘲笑;揶揄;奚落,0
riot,n,暴亂;騷亂;狂歡,0
rite,n,儀式;慣例,0
ritual,n,儀式;典禮;老規矩,0
rivalry,n,(競爭或對抗)行為,0
rotation,n,旋轉;自轉;輪流,0
royalty,n,(總稱)皇族或王族;王位;專利權稅,0
ruby,n,紅寶石;暗紅色,0
safeguard,n,保護;防衛;預防措施,0
saloon,n,(旅館;輪船等的)大廳;酒館,0
salvation,n,拯救;救星;救世,0
sanction,n,國際制裁,0
sanctuary,n,聖所;聖殿;庇護所,0
sanitation,n,公共衛生;衛生設備,0
scope,n,範圍;領域,0
script,n,筆跡;(戲劇、廣播等的)腳本,0
sector,n,扇形;扇形面部分;部門,0
seminar,n,專題討論(課或會議),0
senator,n,參議員,0
sequence,n,連續;一連串;次序,0
serenity,n,晴朗;平靜;沈著,0
serving,n,服務;侍候;(食物、飲料等)一份,0
session,n,開庭;會期;講習會,0
setback,n,挫折;倒退,0
sewer,n,污水管;下水道,0
shed,n,分水嶺;小屋;堆房,0
shilling,n,先令,0
siege,n,圍攻;包圍;圍城,0
signature,n,"簽名,簽署",0
silicon,n,矽,0
simplicity,n,簡單;單純,0
skim,n,掠過,0
slang,n,slang,0
slash,n,猛砍;亂砍;大幅度削減,0
slavery,n,奴隸身分;奴役,0
slot,n,狹長孔;投幣口;位置;吃角子老虎,0
slum,n,貧民窟;陋巷,0
smack,n,滋味;少許;掌摑;咂嘴(聲);響吻,0
smallpox,n,天花,0
smother,n,窒息狀態,0
snare,n,(捕捉鳥、獸的)陷阱;圈套,0
sneer,n,冷笑;嘲笑,0
socialism,n,社會主義,0
socialist,n,社會主義者,0
sociology,n,社會學,0
sodium,n,鈉,0
solidarity,n,團結一致,0
solitude,n,孤獨;隱居,0
sovereignty,n,統治權;主權;主權國家,0
span,n,礅距;跨度;一段時間,0
specialty,n,專業;專長,0
spectacular,n,奇觀;壯觀,0
spectrum,n,光譜;頻譜,0
sphere,n,球;球體;球形,0
spike,n,牆頭釘;尖鐵;釘鞋;細高跟,0
spiral,n,螺旋(形);盤旋,0
spire,n,尖塔;尖頂,0
spokesman,n,"發言人,代言人",0
spokesperson,n,發言人,0
spokeswoman,n,女發言人,0
sponsor,n,發起者;主辦者,0
spouse,n,配偶,0
sprawl,n,伸開四肢的躺臥姿勢;蔓生,0
squad,n,班;小隊;小組,0
squash,n,擠壓;壓碎的東西;南瓜,0
stability,n,穩定;穩定性;安定,0
stalk,n,悄悄的追蹤;莖;柄,0
stammer,n,口吃;結巴,0
staple,n,U形釘;釘書針;日常必需品,0
stapler,n,釘書機,0
starch,n,澱粉,0
starvation,n,飢餓;挨餓,0
stationery,n,文具,0
stature,n,身高;高度,0
steamer,n,汽船;蒸鍋;蒸籠,0
stimulation,n,刺激;興奮;激勵,0
stimulus,n,刺激;刺激品;興奮劑,0
stock,n,(公司的)股票;存貨,0
stunt,n,絕技;噱頭;矮小的人(或樹),0
subordinate,n,部下;下級職員,0
subscription,n,訂閱費;會費;捐款;署名,0
substitution,n,代替;代替物,0
succession,n,連續;一連串;繼承權,0
successor,n,繼任者;繼承人,0
suite,n,套房;系列,0
superiority,n,優越;優勢;上級,0
supervision,n,管理;監督,0
supplement,n,增補;(書籍的)補遺;附錄,0
surplus,n,過剩;剩餘物;盈餘,0
suspense,n,掛慮;懸疑;暫時停止,0
suspension,n,暫停;中止;停職,0
swap,n,交換;交換的東西,0
symmetry,n,對稱(性),0
symptom,n,"症狀,徵候",0
synonym,n,同義字;同物異名,0
synthetic,n,合成物;合成纖維,0
tact,n,老練;機智;得體,0
tactic,n,戰術;策略;手法,0
tariff,n,關稅;稅率,0
temperament,n,氣質;性情,0
tempest,n,暴風雨;暴風雪;騷動,0
textile,n,紡織品;紡織原料,0
texture,n,(織物的)結構;質地;紋理;肌理,0
theft,n,"偷竊,盜竊",0
therapist,n,治療技師或專家,0
therapy,n,"治療,療法",0
thermometer,n,溫度計;寒暑錶,0
threshold,n,門檻;開端;起點,0
thrift,n,節儉;繁茂;互助儲蓄銀行,0
throb,n,跳動;悸動;抽動;抽痛,0
toll,n,通行費;長途電話費;傷亡人數;鐘聲,0
tornado,n,龍捲風,0
trait,n,特徵;特點;特性;少許,0
tranquilizer,n,鎮定劑;精神安定劑,0
transaction,n,辦理;處置;執行;交易,0
transcript,n,抄本;謄本;成績報告單,0
transformation,n,變化;轉變;變形;變質,0
transistor,n,電晶體,0
transit,n,運輸;通過;公共交通系統;轉變,0
transition,n,過渡;過渡時期;轉變,0
transmission,n,傳送;傳染;傳播;變速器;播送,0
transplant,n,移植,0
trauma,n,外傷;傷口;(感情方面的)創傷,0
tread,n,踩;踏;樓梯踏板;輪胎面;鞋底,0
treason,n,叛國罪;謀反罪;叛國;背叛,0
trek,n,(長途而辛苦的)旅行或移居,0
tremor,n,震顫;顫抖,0
trespass,n,擅自進入;非法侵入,0
trigger,n,(槍砲的)扳機;觸發器,0
trophy,n,戰利品;獎品,0
tropic,n,回歸線;熱帶,0
truant,n,逃學者;玩忽職守者,0
truce,n,停戰;休戰協定,0
tuberculosis,n,結核病,0
tumor,n,腫瘤;腫塊,0
turmoil,n,騷動;混亂,0
twilight,n,微明;薄暮;暮年;朦朧狀態,0
tyranny,n,暴政;專制;暴虐,0
ulcer,n,潰瘍,0
ultimate,n,最終的事物;終極,0
underestimate,n,低估;估計不足,0
unemployment,n,失業;失業狀態,0
upbringing,n,養育;教養,0
upgrade,n,上坡;升級,0
uranium,n,鈾,0
urgency,n,緊急;迫切;急事,0
urine,n,尿,0
usher,n,(劇場等的)引座員;接待員,0
utensil,n,器皿;用具,0
utility,n,效用;實用;公用事業,0
utmost,n,極限;極度;最大可能,0
vaccine,n,疫苗,0
validity,n,確實;有效性,0
vanilla,n,香草精,0
variable,n,可變物;可變因素,0
variation,n,變化;變異,0
vendor,n,小販,0
verge,n,邊沿;邊緣,0
version,n,譯文;版本,0
vet,n,獸醫; 老兵,0
veteran,n,富有經驗的人;退役軍人,0
veterinarian,n,獸醫,0
vibration,n,顫動;振動;震動,0
vice,n,惡;罪行;惡習,0
victor,n,勝利者,0
villa,n,別墅;(城郊)住宅,0
vineyard,n,葡萄園,0
vitality,n,活力;生命力,0
vocal,n,母音;濁音;聲樂作品,0
vocation,n,行業;天職,0
vogue,n,風行;時髦事物(人物),0
vomit,n,嘔吐;嘔吐物,0
wardrobe,n,衣櫃;(個人的)全部服裝,0
warfare,n,戰爭;衝突;鬥爭,0
warranty,n,保證書;保單,0
windshield,n,(汽車等的)擋風玻璃,0
wrench,n,猛扭;扳手;痛苦,0
wrestle,n,摔角;角力;搏鬥,0
Xerox,n,複印件,0
zeal,n,熱心;熱誠,0
